"UF";"Município";"Partido";"Número do candidato";"Nome do candidato";"Nome do candidato (urna)";"Cargo";"Situação da candidatura";"Detalhe situação candidatura";"Data eleição";"Situação de totalização";
"RN";"ALEXANDRIA";"PSDB";"45321";"GILBERTO DE OLIVEIRA";"GIL OLIVEIRA";"Vereador";"Cadastrado";"Aguardando julgamento";"15.11.2020";"Sem totalização"
"RN";"ALEXANDRIA";"PSDB";"45000";"IONE COSTA DE LIMA MANIÇOBA";"IONE";"Vereador";"Cadastrado";"Aguardando julgamento";"15.11.2020";"Sem totalização"
"RN";"ALEXANDRIA";"PSD";"55";"JEANE CARLINA SARAIVA E FERREIRA DE SOUZA";"JEANE FERREIRA";"Prefeito";"Cadastrado";"Aguardando julgamento";"15.11.2020";"Sem totalização"
"RN";"ALEXANDRIA";"PL";"22444";"JOAO VICTOR DA SILVA MAGNO";"JOAO VICTOR DE CIACA";"Vereador";"Cadastrado";"Aguardando julgamento";"15.11.2020";"Sem totalização"
"RN";"ALEXANDRIA";"PC do B";"65123";"JOSE BERNARDINO FILHO";"ZÉ FILHO";"Vereador";"Cadastrado";"Aguardando julgamento";"15.11.2020";"Sem totalização"
"RN";"ALEXANDRIA";"PL";"22000";"JOSE MARIA ALVES";"ZE MARIA";"Vereador";"Cadastrado";"Aguardando julgamento";"15.11.2020";"Sem totalização"
"RN";"ALEXANDRIA";"PC do B";"65";"KARLY ROBSON DE SOUZA PEREIRA";"KARLY ROBSON";"Vice-prefeito";"Cadastrado";"Aguardando julgamento";"15.11.2020";"Sem totalização"
"RN";"ALEXANDRIA";"PL";"22123";"LUCAS DE SOUSA PENHA";"LUCAS DE SOUSA";"Vereador";"Cadastrado";"Aguardando julgamento";"15.11.2020";"Sem totalização"
"RN";"ALEXANDRIA";"PC do B";"65111";"LUCAS PEREIRA DE SOUSA";"LUCAS PEREIRA";"Vereador";"Cadastrado";"Aguardando julgamento";"15.11.2020";"Sem totalização"
"RN";"ALEXANDRIA";"PL";"22122";"MARIA ZILDA SIMPLICIO ALVES DA SILVA";"ZILDA DO SINDICATO";"Vereador";"Cadastrado";"Aguardando julgamento";"15.11.2020";"Sem totalização"
"RN";"ALEXANDRIA";"PSDB";"45111";"RAIMUNDO FERREIRA DE ANDRADE";"RAIMUNDINHO";"Vereador";"Cadastrado";"Aguardando julgamento";"15.11.2020";"Sem totalização"
"RN";"ALEXANDRIA";"PSDB";"45666";"RAUL SANTO BEZERRA DE FARIAS";"RAUL BEZERRA";"Vereador";"Cadastrado";"Aguardando julgamento";"15.11.2020";"Sem totalização"
"RN";"ALEXANDRIA";"PT";"13333";"RITA DE CÁSCIA DA SILVA ABRANTES";"PROFESSORA RITINHA";"Vereador";"Cadastrado";"Aguardando julgamento";"15.11.2020";"Sem totalização"
